timestamp, client_id, client_ip, cpu_usage, ram_usage, disk_usage, net_usage
1774760269, 1, 127.0.0.1, 0.02, 5.10, 0.35, 0.00
1774760273, 2, 127.0.0.1, 0.12, 5.10, 0.35, 0.00
1774760274, 1, 127.0.0.1, 0.06, 5.09, 0.35, 0.00
1774760278, 2, 127.0.0.1, 0.04, 5.10, 0.35, 0.00
1774760279, 1, 127.0.0.1, 0.03, 5.10, 0.35, 0.00
1774760283, 2, 127.0.0.1, 0.03, 5.10, 0.35, 0.00
1774760284, 1, 127.0.0.1, 0.03, 5.10, 0.35, 0.00
1774760288, 2, 127.0.0.1, 0.02, 5.10, 0.35, 0.00
1774760289, 1, 127.0.0.1, 0.02, 5.10, 0.35, 0.00
1774760293, 2, 127.0.0.1, 0.01, 5.10, 0.35, 0.00
1774760294, 1, 127.0.0.1, 0.02, 5.10, 0.35, 0.00
1774760298, 2, 127.0.0.1, 0.04, 5.10, 0.35, 0.00
1774760862, client1, 127.0.0.1, 0.10, 5.10, 0.35, 0.00
1774760867, client1, 127.0.0.1, 0.00, 5.10, 0.35, 0.00
1774760872, client1, 127.0.0.1, 0.04, 5.10, 0.35, 0.00
1774760877, client1, 127.0.0.1, 0.03, 5.10, 0.35, 0.00
1774760882, client1, 127.0.0.1, 0.02, 5.10, 0.35, 0.00
1774760887, client1, 127.0.0.1, 0.02, 5.10, 0.35, 0.00
1774760892, client2, 127.0.0.1, 0.10, 5.11, 0.35, 0.00
1774760892, client1, 127.0.0.1, 0.06, 5.11, 0.35, 0.00
1774760897, client2, 127.0.0.1, 0.11, 5.14, 0.35, 0.00
1774760897, client1, 127.0.0.1, 0.12, 5.14, 0.35, 0.00
1774760902, client2, 127.0.0.1, 0.06, 5.11, 0.35, 0.00
1774760902, client1, 127.0.0.1, 0.05, 5.11, 0.35, 0.00
1774760907, client2, 127.0.0.1, 0.05, 5.11, 0.35, 0.00
1774760907, client1, 127.0.0.1, 0.05, 5.11, 0.35, 0.00
1774760912, client2, 127.0.0.1, 0.02, 5.09, 0.35, 0.00
1774760912, client1, 127.0.0.1, 0.02, 5.09, 0.35, 0.00
1774760917, client2, 127.0.0.1, 0.02, 5.09, 0.35, 0.00
1774760917, client1, 127.0.0.1, 0.02, 5.09, 0.35, 0.00
1774760922, client2, 127.0.0.1, 0.05, 5.10, 0.35, 0.00
1774760922, client1, 127.0.0.1, 0.05, 5.10, 0.35, 0.00
1774760927, client2, 127.0.0.1, 0.01, 5.10, 0.35, 0.00
1774760927, client1, 127.0.0.1, 0.03, 5.10, 0.35, 0.00
1774760932, client2, 127.0.0.1, 0.04, 5.10, 0.35, 0.00
1774760932, client1, 127.0.0.1, 0.03, 5.10, 0.35, 0.00
1774760937, client2, 127.0.0.1, 0.04, 5.10, 0.35, 0.00
1774760937, client1, 127.0.0.1, 0.04, 5.10, 0.35, 0.00
1774760942, client2, 127.0.0.1, 0.04, 5.10, 0.35, 0.00
1774760942, client1, 127.0.0.1, 0.04, 5.10, 0.35, 0.00
1774760947, client2, 127.0.0.1, 0.01, 5.10, 0.35, 0.00
1774760947, client1, 127.0.0.1, 0.02, 5.10, 0.35, 0.00
1774760952, client2, 127.0.0.1, 0.02, 5.10, 0.35, 0.00
1774760952, client1, 127.0.0.1, 0.01, 5.10, 0.35, 0.00
1774760957, client2, 127.0.0.1, 0.05, 5.10, 0.35, 0.00
1774760957, client1, 127.0.0.1, 0.06, 5.10, 0.35, 0.00
1774761007, client1, 127.0.0.1, 0.10, 5.14, 0.35, 0.00
1774761012, client1, 127.0.0.1, 0.01, 5.14, 0.35, 0.00
1774761015, client2, 127.0.0.1, 0.10, 5.16, 0.35, 0.00
1774761017, client1, 127.0.0.1, 0.07, 5.16, 0.35, 0.00
1774761020, client2, 127.0.0.1, 0.03, 5.14, 0.35, 0.00
1774761022, client1, 127.0.0.1, 0.02, 5.13, 0.35, 0.00
1774761025, client2, 127.0.0.1, 0.05, 5.13, 0.35, 0.00
1774761027, client1, 127.0.0.1, 0.05, 5.11, 0.35, 0.00
1774761032, client1, 127.0.0.1, 0.10, 5.14, 0.35, 0.00
1774761037, client1, 127.0.0.1, 0.03, 5.14, 0.35, 0.00
1774761042, client1, 127.0.0.1, 0.06, 5.14, 0.35, 0.00
1774761047, client1, 127.0.0.1, 0.02, 5.13, 0.35, 0.00
1774761052, client1, 127.0.0.1, 0.03, 5.13, 0.35, 0.00
1774761057, client1, 127.0.0.1, 0.10, 5.14, 0.35, 0.00
1774761146, client2, 127.0.0.1, 0.10, 5.12, 0.35, 0.00
1774761151, client2, 127.0.0.1, 0.11, 5.14, 0.35, 0.00
1774761156, client2, 127.0.0.1, 0.01, 5.14, 0.35, 0.00
1774761161, client2, 127.0.0.1, 0.05, 5.13, 0.35, 0.00
1774761183, client2, 127.0.0.1, 0.10, 5.10, 0.35, 0.00
1774761188, client2, 127.0.0.1, 0.04, 5.10, 0.35, 0.00
1774761193, client2, 127.0.0.1, 0.00, 5.10, 0.35, 0.00
1774761198, client2, 127.0.0.1, 0.02, 5.10, 0.35, 0.00
1774761203, client2, 127.0.0.1, 0.02, 5.10, 0.35, 0.00
1774761208, client2, 127.0.0.1, 0.04, 5.09, 0.35, 0.00
1774761213, client2, 127.0.0.1, 0.03, 5.10, 0.35, 0.00
1774762846, client1, 127.0.0.1, 0.47, 6.31, 0.38, 0.00
1774762851, client1, 127.0.0.1, 0.94, 6.41, 0.38, 0.00
1774762856, client1, 127.0.0.1, 0.74, 6.51, 0.38, 0.00
1774762861, client1, 127.0.0.1, 1.82, 6.57, 0.38, 0.00
1774762866, client1, 127.0.0.1, 0.41, 6.56, 0.38, 0.00
1774762871, client1, 127.0.0.1, 0.99, 6.54, 0.38, 0.00
1774762876, client1, 127.0.0.1, 1.10, 6.55, 0.38, 0.00
1774762881, client1, 127.0.0.1, 0.49, 6.55, 0.38, 0.00
1774762886, client1, 127.0.0.1, 1.24, 6.52, 0.38, 0.00
1774762891, client1, 127.0.0.1, 1.15, 6.53, 0.38, 0.00
1774762896, client1, 127.0.0.1, 0.22, 6.52, 0.38, 0.00
1774762901, client1, 127.0.0.1, 1.15, 6.54, 0.38, 0.00
1774762906, client1, 127.0.0.1, 1.28, 5.28, 0.38, 0.00
1774763219, client1, 127.0.0.1, 0.45, 5.24, 0.38, 0.00
1774763224, client1, 127.0.0.1, 0.00, 5.24, 0.38, 0.00
1774763229, client1, 127.0.0.1, 0.16, 5.27, 0.38, 0.00
1774763234, client1, 127.0.0.1, 0.10, 5.27, 0.38, 0.00
1774763239, client1, 127.0.0.1, 0.01, 5.24, 0.38, 0.00
1774763244, client1, 127.0.0.1, 0.05, 5.23, 0.38, 0.00
1774763249, client1, 127.0.0.1, 0.05, 5.23, 0.38, 0.00
1774763254, client1, 127.0.0.1, 0.01, 5.21, 0.38, 0.00
1774763259, client1, 127.0.0.1, 0.05, 5.22, 0.38, 0.00
1774763264, client1, 127.0.0.1, 0.01, 5.20, 0.38, 0.00
1774763269, client1, 127.0.0.1, 0.05, 5.21, 0.38, 0.00
1774763274, client1, 127.0.0.1, 0.05, 5.21, 0.38, 0.00
1774763279, client1, 127.0.0.1, 0.02, 5.21, 0.38, 0.00
1774763284, client1, 127.0.0.1, 0.01, 5.21, 0.38, 0.00
1774763289, client1, 127.0.0.1, 0.02, 5.21, 0.38, 0.00
1774763294, client1, 127.0.0.1, 0.03, 5.22, 0.38, 0.00
1774763299, client1, 127.0.0.1, 0.04, 5.22, 0.38, 0.00
1774763304, client1, 127.0.0.1, 0.04, 5.22, 0.38, 0.00
1774763394, client1, 127.0.0.1, 0.43, 5.20, 0.38, 0.00
1774763399, client1, 127.0.0.1, 0.04, 5.19, 0.38, 0.00
1774763404, client1, 127.0.0.1, 0.01, 5.19, 0.38, 0.00
1774763409, client1, 127.0.0.1, 0.01, 5.19, 0.38, 0.00
1774763414, client1, 127.0.0.1, 0.04, 5.19, 0.38, 0.00
1774763419, client1, 127.0.0.1, 0.02, 5.19, 0.38, 0.00
1774763424, client1, 127.0.0.1, 0.02, 5.19, 0.38, 0.00
1774763429, client1, 127.0.0.1, 0.09, 5.20, 0.38, 0.00
1774763434, client1, 127.0.0.1, 0.04, 5.20, 0.38, 0.00
